,article_title,article_volume,article_issue,article_date,article_citations,article_attention,article_tweets,article_views
0,Structure and mechanism of the uracil transporter UraA,472,7342,2011-03-20,6,5,0,0
0,A conserved mechanism of DEAD box ATPase activation by nucleoporins and InsP6 in mRNA export,472,7342,2011-03-27,8,1,0,0
0,Genome wide analysis reveals novel molecular features of mouse recombination hotspots,472,7343,2011-04-03,8,5,0,0
0,A system for the continuous directed evolution of biomolecules,472,7344,2011-04-10,2,4,2,0
0,CPEB and two poly A  polymerases control miR 122 stability and p53 mRNA translation,473,7345,2011-04-10,8,1,0,0
0,Suppression of lung adenocarcinoma progression by Nkx2 1,473,7345,2011-04-06,9,2,0,0
0,Preserving the membrane barrier for small molecules during bacterial protein translocation,473,7346,2011-05-11,4,7,0,0
0,Acetylation dependent regulation of endothelial Notch signalling by the SIRT1 deacetylase,473,7346,2011-04-17,2,0,0,0
0,A novel tumour suppressor function for the Notch pathway in myeloid leukaemia,473,7346,2011-05-11,9,3,0,0
0,N acylethanolamine signalling mediates the effect of diet on lifespan in Caenorhabditis elegans,473,7346,2011-05-11,6,7,0,0
0,Modelling schizophrenia using human induced pluripotent stem cells,473,7346,2011-04-13,5,8,9,0
0,Metabolite enabled eradication of bacterial persisters by aminoglycosides,473,7346,2011-05-11,5,9,8,0
0,A synthetic homing endonuclease based gene drive system in the human malaria mosquito,473,7346,2011-04-20,7,8,5,0
0,Novel pathway for assimilation of dimethylsulphoniopropionate widespread in marine bacteria,473,7346,2011-05-11,5,1,0,0
0,Enzyme catalysed  lsqb 4 2 rsqb  cycloaddition is a key step in the biosynthesis of spinosyn A,473,7345,2011-05-04,6,5,1,0
0,Evolution and metabolic significance of the urea cycle in photosynthetic diatoms,473,7346,2011-05-11,7,2,1,0
0,Spin crossover and iron rich silicate melt in the Earth  s deep mantle,473,7346,2011-04-24,9,1,0,0
0,Quantum annealing with manufactured spins,473,7346,2011-05-11,7,3,7,0
0,A single atom quantum memory,473,7346,2011-05-01,6,4,0,0
0,Hot Jupiters from secular planet planet interactions,473,7346,2011-05-11,8,8,5,0
0,Ancestral polyploidy in seed plants and angiosperms,473,7345,2011-04-10,7,9,4,0
0,DISC1 dependent switch from progenitor proliferation to migration in the developing cortex,473,7345,2011-04-06,9,1,1,0
0,Functional specificity of local synaptic connections in neocortical networks,473,7345,2011-04-10,9,7,5,0
0,Body plan innovation in treehoppers through the evolution of an extra wing like appendage,473,7345,2011-05-04,6,8,12,0
0,Evolved structure of language shows lineage specific trends in word order universals,473,7345,2011-04-13,9,9,9,0
0,The Soret effect and isotopic fractionation in high temperature silicate melts,473,7345,2011-04-20,8,6,0,0
0,Convergence of electronic bands for high performance bulk thermoelectrics,473,7345,2011-05-04,7,3,0,0
0,Depth dependent extension  two stage breakup and cratonic underplating at rifted margins,473,7345,2011-05-04,5,0,0,0
0,Single ion quantum lock in amplifier,473,7345,2011-05-04,5,6,0,0
0,Suppression of TH17 differentiation and autoimmunity by a synthetic ROR ligand,472,7344,2011-04-17,5,7,0,0
0,Digoxin and its derivatives suppress TH17 cell differentiation by antagonizing ROR ggr t activity,472,7344,2011-03-27,9,3,1,0
0,Differential microRNA regulation of HLA C expression and its association with HIV control,472,7344,2011-04-17,9,7,0,0
0,A diverse range of gene products are effectors of the type I interferon antiviral response,472,7344,2011-04-10,9,8,0,0
0,TLR signalling augments macrophage bactericidal activity through mitochondrial ROS,472,7344,2011-04-27,6,1,0,0
0,Activation of the innate immune receptor Dectin 1 upon formation of a   phagocytic synapse  ,472,7344,2011-04-27,7,4,3,0
0,Increasing adult hippocampal neurogenesis is sufficient to improve pattern separation,472,7344,2011-04-03,7,8,3,0
0,Continuing Colorado plateau uplift by delamination style convective lithospheric downwelling,472,7344,2011-04-27,8,0,0,0
0,Superconductor insulator transition in La2 thinsp   thinsp xSrxCuO4 at the pair quantum resistance,472,7344,2011-04-27,9,1,0,0
0,Imprints of fast rotating massive stars in the Galactic Bulge,472,7344,2011-04-27,9,7,0,0
0,Eutherian mammals use diverse strategies to initiate X chromosome inactivation during development,472,7343,2011-04-06,9,0,0,0
0,A Raf induced allosteric transition of KSR stimulates phosphorylation of MEK,472,7343,2011-03-27,7,4,0,0
0,TRIM5 is an innate immune sensor for the retrovirus capsid lattice,472,7343,2011-04-20,8,2,1,0
0,Ephrin Bs are essential components of the Reelin pathway to regulate neuronal migration,472,7343,2011-04-03,7,5,0,0
0,Neuronal activity is required for the development of specific cortical interneuron subtypes,472,7343,2011-04-03,8,1,0,0
0,A transient placental source of serotonin for the fetal forebrain,472,7343,2011-04-20,9,5,3,0
0,Metabolic trade offs and the maintenance of the fittest and the flattest,472,7343,2011-03-27,8,8,0,0
0,Thermal history of Mars inferred from orbital geochemistry of volcanic provinces,472,7343,2011-04-06,9,1,0,0
0,Optically healable supramolecular polymers,472,7343,2011-04-20,6,3,0,0
0,The auroral footprint of Enceladus on Saturn,472,7343,2011-04-20,6,8,3,0
0,Structural basis for recognition of centromere histone variant CenH3 by the chaperone Scm3,472,7342,2011-03-16,8,1,0,0
0,Structure of mammalian AMPK and its regulation by ADP,472,7342,2011-03-13,3,5,1,0
0,Amyloid binding compounds maintain protein homeostasis during ageing and extend lifespan,472,7342,2011-03-30,9,7,1,0
0,Recapitulation of premature ageing with iPSCs from Hutchinson Gilford progeria syndrome,472,7342,2011-02-23,7,3,9,0
0,Sensory maps in the olfactory cortex defined by long range viral tracing of single neurons,472,7342,2011-03-30,9,8,0,0
0,Distinct representations of olfactory information in different cortical centres,472,7342,2011-03-30,6,5,2,0
0,Redox freezing and melting in the Earth  s deep mantle resulting from carbon iron redox coupling,472,7342,2011-03-23,9,0,0,0
0,Transient ferromagnetic like state mediating ultrafast reversal of antiferromagnetically coupled spins,472,7342,2011-03-30,7,5,2,0
0,Magneto thermal convection in solar prominences,472,7342,2011-04-13,8,0,0,0
0,An siRNA pathway prevents transgenerational retrotransposition in plants subjected to stress,472,7341,2011-03-13,8,2,0,0
0,Hedgehog Wnt feedback supports regenerative proliferation of epithelial stem cells in bladder,472,7341,2011-03-09,8,1,0,0
0,Universal spin transport in a strongly interacting Fermi gas,472,7342,2011-04-13,9,8,0,0
0,Dampening of death pathways by schnurri 2 is essential for T cell development,472,7341,2011-04-06,3,1,0,0
0,Molecular regulation of sexual preference revealed by genetic studies of 5 HT in the brains of male mice,472,7341,2011-03-23,9,7,20,0
0,Tumour evolution inferred by single cell sequencing,472,7341,2011-03-13,9,8,13,0
0,Local  persistent activation of Rho GTPases during plasticity of single dendritic spines,472,7341,2011-03-20,9,2,1,0
0,Biodiversity improves water quality through niche partitioning,472,7341,2011-04-06,8,3,6,0
0,Low strength of deep San Andreas fault gouge from SAFOD core,472,7341,2011-03-23,7,0,0,0
0,Evidence for mechanical coupling and strong Indian lower crust beneath southern Tibet,472,7341,2011-04-06,5,0,0,0
0,High frequency  scaled graphene transistors on diamond like carbon,472,7341,2011-04-06,8,9,1,0
0,Electromagnetically induced transparency and slow light with optomechanics,472,7341,2011-03-16,7,2,0,0
0,Crystal structure of metarhodopsin II,471,7340,2011-03-09,7,2,1,0
0,The complete biosynthesis of the genetically encoded amino acid pyrrolysine from lysine,471,7340,2011-03-30,7,4,0,0
0,Aberrant chromosome morphology in human cells defective for Holliday junction resolution,471,7340,2011-03-13,5,1,0,0
0,SHARPIN forms a linear ubiquitin ligase complex regulating NF  kgr B activity and apoptosis,471,7340,2011-03-30,8,0,0,0
0,SHARPIN is a component of the NF  kgr B activating linear ubiquitin chain assembly complex,471,7340,2011-03-30,7,1,0,0
0,Cross dressed dendritic cells drive memory CD8  T cell activation after viral infection,471,7340,2011-03-30,7,3,0,0
0,A eudicot from the Early Cretaceous of China,471,7340,2011-03-30,9,5,5,0
0,Winter cold of eastern continental boundaries induced by warm ocean waters,471,7340,2011-03-30,9,3,3,0
0,Controlling inelastic light scattering quantum pathways in graphene,471,7340,2011-03-16,9,6,0,0
0,Magnetic and non magnetic phases of a quantum spin liquid,471,7340,2011-03-30,8,3,0,0
0,Gravity modes as a way to distinguish between hydrogen  and helium burning red giant stars,471,7340,2011-03-30,9,1,1,0
0,Dynamic regulation of 5 hydroxymethylcytosine in mouse ES cells and during differentiation,473,7347,2011-04-03,8,3,1,0
0,Improved molecular replacement by density  and energy guided protein structure optimization,473,7348,2011-05-01,9,2,1,0
0,Structure of the spliceosomal U4 snRNP core domain and its implication for snRNP biogenesis,473,7348,2011-04-24,6,2,1,0
0,Neural crest regulates myogenesis through the transient activation of NOTCH,473,7348,2011-05-15,6,4,0,0
0,Aberrant lipid metabolism disrupts calcium homeostasis causing liver endoplasmic reticulum stress in obesity,473,7348,2011-05-01,8,2,0,0
0,Profound early control of highly pathogenic SIV by an effector memory T cell vaccine,473,7348,2011-05-11,8,5,6,0
0,Substrate modulated gating dynamics in a Na  coupled neurotransmitter transporter homologue,474,7349,2011-04-24,8,4,1,0
0,Structure and function of a membrane component SecDF that enhances protein export,474,7350,2011-05-11,8,2,2,0
0,COP1 is a tumour suppressor that causes degradation of ETS transcription factors,474,7351,2011-05-15,6,1,0,0
0,Telomere shortening and loss of self renewal in dyskeratosis congenita induced pluripotent stem cells,474,7351,2011-05-22,9,5,2,0
0,Converting nonsense codons into sense codons by targeted pseudouridylation,474,7351,2011-06-15,9,7,3,0
0,Reprogramming transcription by distinct classes of enhancers functionally defined by eRNA,474,7351,2011-05-15,9,4,4,0
0,Detection of prokaryotic mRNA signifies microbial viability and promotes immunity,474,7351,2011-05-22,6,2,4,0
0,Transcriptomic analysis of autistic brain reveals convergent molecular pathology,474,7351,2011-05-25,9,5,18,0
0,Forces between clustered stereocilia minimize friction in the ear on a subnanometre scale,474,7351,2011-05-22,5,2,2,0
0,Control of visual cortical signals by prefrontal dopamine,474,7351,2011-05-15,7,6,5,0
0,Long term evolution and transmission dynamics of swine influenza A virus,473,7348,2011-05-25,7,1,2,0
0,Modular and predictable assembly of porous organic molecular crystals,474,7351,2011-06-15,9,1,1,0
0,Emerging local Kondo screening and spatial coherence in the heavy fermion metal YbRh2Si2,474,7351,2011-06-15,6,2,1,0
0,Zero outward flow velocity for plasma in a heliosheath transition layer,474,7351,2011-06-15,9,4,3,0
0,Black hole growth in the early Universe is self regulated and largely hidden from view,474,7351,2011-06-15,5,8,5,0
0,A function for cyclin D1 in DNA repair uncovered by protein interactome analyses in human cancers,474,7350,2011-06-08,8,3,2,0
0,Direct reprogramming of somatic cells is promoted by maternal transcription factor Glis1,474,7350,2011-06-08,7,4,10,0
0,A somitic Wnt16 Notch pathway specifies haematopoietic stem cells,474,7350,2011-06-08,9,9,2,0
0,In vivo imaging of Treg cells providing immune privilege to the haematopoietic stem cell niche,474,7350,2011-06-08,9,4,3,0
0,A genetically humanized mouse model for hepatitis C virus infection,474,7350,2011-06-08,6,7,2,0
0,Visual place learning in Drosophila melanogaster,474,7350,2011-06-08,8,5,19,0
0,Discovery of novel intermediate forms redefines the fungal tree of life,474,7350,2011-05-11,4,7,6,0
0,Irregular tropical glacier retreat over the Holocene epoch driven by progressive warming,474,7350,2011-06-08,3,3,3,0
0,Hydrogen bonding at the water surface revealed by isotopic dilution spectroscopy,474,7350,2011-06-08,7,2,5,0
0,Direct measurement of the quantum wavefunction,474,7350,2011-06-08,9,7,25,0
0,A current filamentation mechanism for breaking magnetic field lines during reconnection,474,7350,2011-06-01,7,3,2,0
0,UBCH7 reactivity profile reveals parkin and HHARI to be RING HECT hybrids,474,7349,2011-05-01,9,5,1,0
0,Immunogenicity of induced pluripotent stem cells,474,7350,2011-05-13,9,9,8,0
0,Glutamate induces de novo growth of functional spines in developing cortex,474,7349,2011-05-08,9,3,1,0
0,Non apoptotic role of BID in inflammation and innate immunity,474,7349,2011-05-08,9,4,2,0
0,Cryptic genetic variation promotes rapid evolutionary adaptation in an RNA enzyme,474,7349,2011-06-01,7,7,7,0
0,Ultra prolonged activation of CO2 sensing neurons disorients mosquitoes,474,7349,2011-06-01,7,7,11,0
0,Earliest evidence of mammalian social behaviour in the basal Tertiary of Bolivia,474,7349,2011-05-08,9,2,3,0
0,Nematoda from the terrestrial deep subsurface of South Africa,474,7349,2011-06-01,6,6,3,0
0,Strontium isotope evidence for landscape use by early hominins,474,7349,2011-06-01,6,8,0,0
0,A dynamic early East Antarctic Ice Sheet suggested by ice covered fjord landscapes,474,7349,2011-06-01,6,5,0,0
0,A hydrothermal origin for isotopically anomalous cap dolostone cements from south China,474,7349,2011-05-25,5,0,0,0
0,A graphene based broadband optical modulator,474,7349,2011-05-08,7,3,1,0
0,The thermodynamic meaning of negative entropy,474,7349,2011-06-01,5,8,10,0
0,Learning related feedforward inhibitory connectivity growth required for memory precision,473,7348,2011-05-01,9,2,0,0
0,A giant Ordovician anomalocaridid,473,7348,2011-05-25,9,6,13,0
0,Earth  s earliest non marine eukaryotes,473,7348,2011-04-13,6,6,8,0
0,Inferring nonlinear mantle rheology from the shape of the Hawaiian swell,473,7348,2011-05-11,8,0,0,0
0,Interannual atmospheric variability forced by the deep equatorial Atlantic Ocean,473,7348,2011-05-18,2,0,0,0
0,Improved measurement of the shape of the electron,473,7348,2011-05-25,8,6,12,0
0,Hf W Th evidence for rapid growth of Mars and its status as a planetary embryo,473,7348,2011-05-25,9,2,0,0
0,Genome wide mapping of 5 hydroxymethylcytosine in embryonic stem cells,473,7347,2011-05-08,4,1,1,0
0,Dual functions of Tet1 in transcriptional regulation in mouse embryonic stem cells,473,7347,2011-03-30,8,2,1,0
0,BCL6 enables Ph  acute lymphoblastic leukaemia cells to survive BCR ABL1 kinase inhibition,473,7347,2011-05-18,9,8,0,0
0,A novel protein family mediates Casparian strip formation in the endodermis,473,7347,2011-05-18,9,1,0,0
0,Stem cell triggered immunity through CLV3p FLS2 signalling,473,7347,2011-04-17,4,9,11,0
0,Neuropsin cleaves EphB2 in the amygdala to control anxiety,473,7347,2011-04-20,7,1,1,0
0,Species area relationships always overestimate extinction rates from habitat loss,473,7347,2011-05-18,6,5,8,0
0,Eocene lizard from Germany reveals amphisbaenian origins,473,7347,2011-05-18,4,4,1,0
0,Melting of the Earth  s inner core,473,7347,2011-05-18,5,8,0,0
0,Sharply increased mass loss from glaciers and ice caps in the Canadian Arctic Archipelago,473,7347,2011-04-20,8,4,1,0
0,Observation of the antimatter helium 4 nucleus,473,7347,2011-04-24,6,7,20,0
0,Tunable pKa values and the basis of opposite charge selectivities in nicotinic type receptors,474,7352,2011-05-22,5,0,0,0
0,Single molecule fluorescence reveals sequence specific misfolding in multidomain proteins,474,7353,2011-05-29,6,5,2,0
0,The ribosome uses two active mechanisms to unwind messenger RNA during translation,475,7354,2011-07-06,9,6,7,0
0,Multi domain conformational selection underlies pre mRNA splicing regulation by U2AF,475,7356,2011-07-13,9,8,4,0
0,Subunit arrangement and phenylethanolamine binding in GluN1 GluN2B NMDA receptors,475,7355,2011-06-15,7,2,3,0
0,The ELF4 ELF3 LUX complex links the circadian clock to diurnal control of hypocotyl growth,475,7356,2011-07-13,4,1,15,0
0,Protein targeting and degradation are coupled for elimination of mislocalized proteins,475,7356,2011-07-10,9,4,3,0
0,Direct conversion of mouse fibroblasts to hepatocyte like cells by defined factors,475,7356,2011-06-29,9,5,20,0
0,The crystal structure of GXGD membrane protease FlaK,475,7357,2011-07-17,8,7,4,0
0,Oxysterols direct immune cell migration via EBI2,475,7357,2011-07-27,8,6,2,0
0,Oxysterols direct B cell migration through EBI2,475,7357,2011-07-27,9,2,1,0
0,Control of TH17 cells occurs in the small intestine,475,7357,2011-07-17,9,5,11,0
0,Transforming binding affinities from three dimensions to two with application to cadherin clustering,475,7357,2011-07-27,9,2,1,0
0,Legionella pneumophila SidD is a deAMPylase that modifies Rab1,475,7357,2011-07-06,9,7,6,0
0,Functional mapping of single spines in cortical neurons in vivo,475,7357,2011-06-26,9,5,37,0
0,Structure and mechanism of the Swi2 Snf2 remodeller Mot1 in complex with its substrate TBP,475,7356,2011-07-06,5,3,3,0
0,Mitochondrial uncoupling protein 2 structure determined by NMR molecular fragment searching,476,7358,2011-07-24,8,8,9,0
0,A Polycomb based switch underlying quantitative epigenetic memory,476,7358,2011-07-24,8,9,28,0
0,DMRT1 prevents female reprogramming in the postnatal mammalian testis,476,7358,2011-07-20,9,8,15,0
0,HIV 1 adaptation to NK cell mediated immune pressure,476,7358,2011-08-03,9,4,3,0
0,Photoentrainment and pupillary light reflex are mediated by distinct populations of ipRGCs,476,7358,2011-07-17,9,7,4,0
0,Ganglion specific splicing of TRPV1 underlies infrared sensation in vampire bats,476,7358,2011-08-03,9,8,26,0
0,Excess digestive capacity in predators reflects a life of feast and famine,476,7358,2011-07-06,4,9,15,0
0,Sensitivity of coccolithophores to carbonate chemistry and ocean acidification,476,7358,2011-08-03,7,9,14,0
0,Decoherence in crystals of quantum molecular magnets,476,7358,2011-07-20,9,3,2,0
0,Link between spin fluctuations and electron pairing in copper oxide superconductors,476,7358,2011-08-03,7,2,1,0
0,Forming the lunar farside highlands by accretion of a companion moon,476,7358,2011-08-03,3,5,48,0
0,A role for glia in the progression of Rett  s syndrome,475,7357,2011-06-29,8,2,11,0
0,Carbon loss from an unprecedented Arctic tundra wildfire,475,7357,2011-07-27,3,9,19,0
0,Two photon laser spectroscopy of antiprotonic helium and the antiproton to electron mass ratio,475,7357,2011-07-27,9,2,119,0
0,Earth  s Trojan asteroid,475,7357,2011-07-27,8,4,17,0
0,Alfvenic waves with sufficient energy to power the quiet solar corona and fast solar wind,475,7357,2011-07-27,9,3,3,0
0,Induction of functional hepatocyte like cells from mouse fibroblasts by defined factors,475,7356,2011-05-11,8,9,9,0
0,Inference of human population history from individual whole genome sequences,475,7357,2011-07-13,9,8,126,0
0,Postnatal loss of Dlk1 imprinting in stem cells and niche astrocytes regulates neurogenesis,475,7356,2011-07-20,8,4,3,0
0,Excitatory transmission from the amygdala to nucleus accumbens facilitates reward seeking,475,7356,2011-06-29,9,2,16,0
0,Coseismic and postseismic slip of the 2011 magnitude 9 Tohoku Oki earthquake,475,7356,2011-06-15,7,3,14,0
0,Neural network computation with DNA strand displacement cascades,475,7356,2011-07-20,6,2,35,0
0,Inkjet printing of single crystal films,475,7356,2011-07-13,8,2,15,0
0,Sideband cooling of micromechanical motion to the quantum ground state,475,7356,2011-07-06,9,7,0,0
0,Coordination of DNA replication and histone modification by the Rik1 Dos2 complex,475,7355,2011-07-03,9,7,7,0
0,Architecture of the Mediator head module,475,7355,2011-07-03,8,3,37,0
0,Low energy control of electrical turbulence in the heart,475,7355,2011-07-13,8,6,8,0
0,Selective killing of cancer cells by a small molecule targeting the stress response to ROS,475,7355,2011-07-13,9,5,10,0
0,Tumour hypoxia promotes tolerance and angiogenesis via CCL28 and Treg cells,475,7355,2011-07-13,8,5,6,0
0,CCL2 recruits inflammatory monocytes to facilitate breast tumour metastasis,475,7355,2011-06-08,6,4,4,0
0,In vivo genome editing restores haemostasis in a mouse model of haemophilia,475,7355,2011-06-26,9,9,27,0
0,Increased soil emissions of potent greenhouse gases under increased atmospheric CO2,475,7355,2011-07-13,5,7,19,0
0,A low mass for Mars from Jupiter  s early gas driven migration,475,7355,2011-06-05,6,3,13,0
0,XUTs are a class of Xrn1 sensitive antisense regulatory non coding RNA in yeast,475,7354,2011-06-22,6,1,4,0
0,Intravenous gammaglobulin suppresses inflammation through a novel TH2 pathway,475,7354,2011-06-19,9,5,3,0
0,Oncogene induced Nrf2 transcription promotes ROS detoxification and tumorigenesis,475,7354,2011-07-06,8,9,17,0
0,Whole genome sequencing identifies recurrent mutations in chronic lymphocytic leukaemia,475,7354,2011-06-05,9,5,12,0
0,Structure based design of non natural amino acid inhibitors of amyloid fibril formation,475,7354,2011-06-15,8,2,4,0
0,NMDA receptor blockade at rest triggers rapid behavioural antidepressant responses,475,7354,2011-06-15,8,6,23,0
0,Tracking apex marine predator movements in a dynamic ocean,475,7354,2011-06-22,5,9,30,0
0,Thermal spin current from a ferromagnet to silicon by Seebeck spin tunnelling,475,7354,2011-06-29,7,9,5,0
0,Attosecond control of electrons emitted from a nanoscale metal tip,475,7354,2011-07-06,7,2,1,0
0,A giant thunderstorm on Saturn,475,7354,2011-07-06,9,5,5,0
0,Deep winds beneath Saturn  s upper clouds from a seasonal long lived planetary scale storm,475,7354,2011-07-06,5,5,7,0
0,Vpx relieves inhibition of HIV 1 infection of macrophages mediated by the SAMHD1 protein,474,7353,2011-06-29,9,7,2,0
0,SAMHD1 is the dendritic  and myeloid cell specific HIV 1 restriction factor counteracted by Vpx,474,7353,2011-05-25,7,4,3,0
0,MicroRNAs 103 and 107 regulate insulin sensitivity,474,7353,2011-06-08,8,5,16,0
0,Latent TGF  bgr  binding protein 3 identifies a second heart field in zebrafish,474,7353,2011-05-29,8,3,2,0
0,De novo cardiomyocytes from within the activated adult heart after injury,474,7353,2011-06-08,6,6,10,0
0,A gene regulatory network controlling the embryonic specification of endoderm,474,7353,2011-05-29,9,3,4,0
0,Modern optics in exceptionally preserved eyes of Early Cambrian arthropods from Australia,474,7353,2011-06-29,4,5,27,0
0,Quantum quench of Kondo correlations in optical absorption,474,7353,2011-06-29,5,2,1,0
0,Observation of squeezed light from one atom excited with two photons,474,7353,2011-06-29,9,3,2,0
0,Unbound or distant planetary mass population detected by gravitational microlensing,473,7347,2011-05-18,7,7,7,0
0,A salt water reservoir as the source of a compositionally stratified plume on Enceladus,474,7353,2011-06-22,9,4,3,0
0,A luminous quasar at a redshift of z   7 085,474,7353,2011-06-29,9,2,16,0
0,Agonist bound adenosine A2A receptor structures reveal common features of GPCR activation,474,7352,2011-05-18,9,1,1,0
0,Determinants of nucleosome organization in primary human cells,474,7352,2011-05-22,8,4,2,0
0,Regulation of angiogenesis by a non canonical Wnt Flt1 pathway in myeloid cells,474,7352,2011-05-29,9,2,0,0
0,A nuclear receptor dependent phosphatidylcholine pathway with antidiabetic effects,474,7352,2011-05-25,9,7,5,0
0,Non adaptive origins of interactome complexity,474,7352,2011-05-18,8,6,12,0
0,City living and urban upbringing affect neural social stress processing in humans,474,7352,2011-06-22,7,8,95,0
0,Flying in a flock comes at a cost in pigeons,474,7352,2011-06-22,9,5,14,0
0,Experimental non classicality of an indivisible quantum system,474,7352,2011-06-22,8,5,7,0
0,Hydrogen poor superluminous stellar explosions,474,7352,2011-06-08,8,5,0,0
0,X ray illumination of the ejecta of supernova 1987A,474,7352,2011-06-08,8,4,12,0
0,A two step chemical mechanism for ribosome catalysed peptide bond formation,476,7359,2011-07-17,7,2,2,0
0,Engineered reversal of the  bgr  oxidation cycle for the synthesis of fuels and chemicals,476,7360,2011-08-10,8,7,11,0
0,A plastidial sodium dependent pyruvate transporter,476,7361,2011-08-24,9,8,9,0
0,A role for cohesin in T cell receptor rearrangement and thymocyte differentiation,476,7361,2011-08-10,9,7,11,0
0,Polar actomyosin contractility destabilizes the position of the cytokinetic furrow,476,7361,2011-08-07,9,0,0,0
0,Adult hippocampal neurogenesis buffers stress responses and depressive behaviour,476,7361,2011-08-03,8,7,49,0
0,Successful establishment of Wolbachia in Aedes populations to suppress dengue transmission,476,7361,2011-08-24,5,6,29,0
0,The wMel Wolbachia strain blocks dengue and invades caged Aedes aegypti populations,476,7361,2011-08-24,9,9,30,0
0,A chronological framework for the British Quaternary based on Bithynia opercula,476,7361,2011-07-31,7,6,14,0
0,A Jurassic eutherian mammal and divergence of marsupials and placentals,476,7361,2011-08-24,7,8,14,0
0,Civil conflicts are associated with the global climate,476,7361,2011-08-24,8,7,112,0
0,A young source for the Hawaiian plume,476,7361,2011-08-10,6,1,1,0
0,Role of sulphuric acid  ammonia and galactic cosmic rays in atmospheric aerosol nucleation,476,7361,2011-08-24,9,2,94,0
0,Birth of a relativistic outflow in the unusual  ggr  ray transient Swift J164449 3 573451,476,7361,2011-08-24,5,5,9,0
0,Protection of repetitive DNA borders from self induced meiotic instability,477,7362,2011-08-07,8,3,3,0
0,N2O binding at a  lsqb 4Cu 2S rsqb  copper sulphur cluster in nitrous oxide reductase,477,7363,2011-08-14,7,4,3,0
0,In vitro centromere and kinetochore assembly on defined chromatin templates,477,7364,2011-08-28,8,5,7,0
0,A stress response pathway regulates DNA damage through  bgr 2 adrenoreceptors and  bgr  arrestin 1,477,7364,2011-08-21,7,8,43,0
0,Small molecule inhibitors reveal Niemann Pick C1 is essential for Ebola virus infection,477,7364,2011-08-24,5,8,16,0
0,Ebola virus entry requires the cholesterol transporter Niemann Pick C1,477,7364,2011-08-24,5,4,84,0
0,Caspase 8 regulates TNF  agr  induced epithelial necroptosis and terminal ileitis,477,7364,2011-09-14,9,6,3,0
0,FADD prevents RIP3 mediated epithelial cell necrosis and chronic intestinal inflammation,477,7364,2011-07-31,7,7,8,0
0,Sequence based characterization of structural variation in the mouse genome,477,7364,2011-09-14,7,3,2,0
0,Parallel evolution of domesticated Caenorhabditis species targets pheromone receptor genes,477,7364,2011-08-17,8,3,14,0
0,The evolution of overconfidence,477,7364,2011-09-14,7,6,212,0
0,Linking mantle plumes  large igneous provinces and environmental catastrophes,477,7364,2011-09-14,8,3,7,0
0,Overcoming lability of extremely long alkane carbon carbon bonds through dispersion forces,477,7364,2011-09-14,6,5,6,0
0,Geometrical enhancement of low field magnetoresistance in silicon,477,7364,2011-09-14,5,9,0,0
0,The Sagittarius impact as an architect of spirality and outer rings in the Milky Way,477,7364,2011-09-14,6,5,12,0
0,TSLP promotes interleukin 3 independent basophil haematopoiesis and type 2 inflammation,477,7363,2011-08-14,8,7,7,0
0,Haem oxygenase is synthetically lethal with the tumour suppressor fumarate hydratase,477,7363,2011-08-17,9,4,8,0
0,Continued clearance of apoptotic cells critically depends on the phagocyte Ucp2 protein,477,7363,2011-08-21,6,4,3,0
0,Different patterns of peripheral migration by memory CD4  and CD8  T cells,477,7363,2011-08-14,9,4,4,0
0,Mutations in UBQLN2 cause dominant X linked juvenile and adult onset ALS and ALS dementia,477,7363,2011-08-21,4,6,100,0
0,The genome sequence of Atlantic cod reveals a unique immune system,477,7363,2011-08-10,8,7,42,0
0,Chromosomal rearrangements maintain a polymorphic supergene controlling butterfly mimicry,477,7363,2011-08-14,9,7,15,0
0,High plant diversity is needed to maintain ecosystem services,477,7363,2011-08-10,9,8,58,0
0,The tungsten isotopic composition of the Earth  s mantle before the terminal bombardment,477,7363,2011-09-07,8,5,15,0
0,Magnetic field induced charge stripe order in the high temperature superconductor YBa2Cu3Oy,477,7363,2011-09-07,8,1,1,0
0,Three classical Cepheid variable stars in the nuclear bulge of the Milky Way,477,7363,2011-08-24,7,7,9,0
0,An origin of the radio jet in M87 at the location of the central black hole,477,7363,2011-09-07,9,5,34,0
0,Solution structure of a minor and transiently formed state of a T4 lysozyme mutant,477,7362,2011-08-21,8,3,2,0
0, agr  Synuclein occurs physiologically as a helically folded tetramer that resists aggregation,477,7362,2011-08-14,8,5,14,0
0,Modulation of Rab GTPase function by a protein phosphocholine transferase,477,7362,2011-08-07,8,5,5,0
0,Intravenous delivery of a multi mechanistic cancer targeted oncolytic poxvirus in humans,477,7362,2011-08-31,7,3,54,0
0,The ageing systemic milieu negatively regulates neurogenesis and cognitive function,477,7362,2011-08-31,5,9,303,0
0,Transient dynamics of an altered large marine ecosystem,477,7362,2011-07-27,9,6,6,0
0,An earlier origin for the Acheulian,477,7362,2011-08-31,2,5,15,0
0,Increased forest ecosystem carbon and nitrogen storage from nitrogen rich bedrock,477,7362,2011-08-31,5,5,11,0
0,Cell to cell spread of HIV permits ongoing replication despite antiretroviral therapy,477,7362,2011-08-17,4,3,10,0
0,Real time quantum feedback prepares and stabilizes photon number states,477,7362,2011-08-31,8,8,5,0
0,Chronological evidence that the Moon is either young or did not have a global magma ocean,477,7362,2011-08-17,7,9,22,0
0,An extremely primitive star in the Galactic halo,477,7362,2011-08-31,6,9,29,0
