,article_title,article_volume,article_issue,article_date,article_citations,article_attention,article_tweets,article_views
0,Crystal structure of the human glucose transporter GLUT1,510,7503,2014-05-18,8,6,47,116571
0,Structural basis of the non coding RNA RsmZ acting as a protein sponge,509,7502,2014-05-14,9,4,15,16493
0,Homologue engagement controls meiotic DNA break number and distribution,510,7504,2014-04-06,9,8,30,10709
0,Targeted genome editing in human repopulating haematopoietic stem cells,510,7504,2014-05-28,7,1,61,29844
0,Search for Majorana neutrinos with the first two years of EXO 200 data,510,7504,2014-06-04,9,8,115,5928
0,miR 34 449 miRNAs are required for motile ciliogenesis by repressing cp110,510,7503,2014-06-04,3,1,7,13394
0,The ctenophore genome and the evolutionary origins of neural systems,510,7503,2014-05-21,7,7,155,82035
0,Accurate design of co assembling multi component protein nanomaterials,510,7503,2014-05-25,5,9,46,24236
0,Mass spectrometry based draft of the human proteome,509,7502,2014-05-28,9,3,169,98210
0,A draft map of the human proteome,509,7502,2014-05-28,8,7,423,85418
0,Contrasting forms of cocaine evoked plasticity control components of relapse,509,7501,2014-05-21,8,2,13,11175
0,Amygdala interneuron subtypes control fear learning through disinhibition,509,7501,2014-05-11,7,5,42,38715
0,Genome defence small RNAs exapted for epigenetic mating type inheritance,509,7501,2014-05-07,7,7,9,13493
0,Space time wiring specificity supports direction selectivity in the retina,509,7500,2014-05-04,9,7,123,17965
0,Galanin neurons in the medial preoptic area govern parental behaviour,509,7500,2014-05-14,6,3,39,18319
0,Total synthesis and isolation of citrinalin and cyclopiamine congeners,509,7500,2014-05-14,9,5,4,18224
0,Astrocyte encoded positional cues maintain sensorimotor circuit integrity,509,7499,2014-04-28,7,8,26,18258
0,Properties of galaxies reproduced by a hydrodynamic simulation,509,7499,2014-05-07,8,6,137,20268
0,FXR is a molecular target for the effects of vertical sleeve gastrectomy,509,7499,2014-03-26,8,9,63,15704
0,Haematopoietic stem cells require a highly regulated protein synthesis rate,509,7498,2014-03-09,8,6,12,23030
0,Presynaptic inhibition of spinal sensory feedback ensures smooth movement,509,7498,2014-04-30,7,9,36,18638
0,Origins and functional evolution of Y chromosomes across mammals,508,7497,2014-04-23,8,7,84,38159
0,Juno is the egg Izumo receptor and is essential for mammalian fertilization,508,7497,2014-04-16,9,5,111,31192
0,Sea level and deep sea temperature variability over the past 5 3 million years,508,7497,2014-04-16,8,2,65,14039
0,Domains of genome wide gene expression dysregulation in Down  s syndrome,508,7496,2014-04-16,7,4,73,19358
0,Enantioselective construction of remote quaternary stereocentres,508,7496,2014-04-09,9,7,6,15620
0,Stereospecific targeting of MTH1 by  S  crizotinib as an anticancer strategy,508,7495,2014-04-02,2,3,24,54059
0,MTH1 inhibition eradicates cancer by preventing sanitation of the dNTP pool,508,7495,2014-04-02,9,6,43,67800
0,A mesoscale connectome of the mouse brain,508,7495,2014-04-02,9,8,304,93660
0,Transcriptional landscape of the prenatal human brain,508,7495,2014-04-02,9,3,163,44147
0,Mechanism of Tc toxin action revealed in molecular detail,508,7494,2014-02-23,6,2,11,13088
0,Capillary pericytes regulate cerebral blood flow in health and disease,508,7494,2014-03-26,9,8,45,29572
0,An atlas of active enhancers across human cell types and tissues,507,7493,2014-03-26,8,6,166,49615
0,REST and stress resistance in ageing and Alzheimer  s disease,507,7493,2014-03-19,4,7,146,81287
0,Coupling of angiogenesis and osteogenesis by a specific vessel subtype in bone,507,7492,2014-03-12,9,3,24,47739
0,Comprehensive molecular characterization of urothelial bladder carcinoma,507,7492,2014-01-29,9,9,122,68026
0,Alveolar progenitor and stem cells in lung development  renewal and cancer,507,7491,2014-02-05,3,4,37,53872
0,C9orf72 nucleotide repeat structures initiate molecular cascades of disease,507,7491,2014-03-05,8,8,49,45050
0,Ferromagnetism in suspensions of magnetic platelets in liquid crystal,504,7479,2013-12-11,7,4,22,11779
0,Molecular basis of nitrate uptake by the plant nitrate transporter NRT1 1,507,7490,2014-02-26,7,2,15,18604
0,DNA interrogation by the CRISPR RNA guided endonuclease Cas9,507,7490,2014-01-29,9,8,88,111843
0,A predictive fitness model for influenza,507,7490,2014-02-26,9,7,89,19985
0,Disclinations provide the missing mechanism for deforming olivine rich rocks in the mantle,507,7490,2014-02-26,9,3,2,6071
0,Structure of a modular polyketide synthase,510,7506,2014-06-18,9,7,18,18185
0,The mitochondrial deubiquitinase USP30 opposes parkin mediated mitophagy,510,7505,2014-06-04,9,9,32,48470
0,Structural basis for outer membrane lipopolysaccharide insertion,511,7507,2014-06-18,7,9,51,30400
0,NMDA receptor structures reveal subunit arrangement and pore architecture,511,7508,2014-06-22,8,6,25,20278
0,The cancer glycocalyx mechanically primes integrin mediated growth and survival,511,7509,2014-06-25,9,4,19,36217
0,Structure of an Rrp6 RNA exosome complex bound to poly A  RNA,511,7510,2014-07-06,8,9,15,9736
0,Structure of class C GPCR metabotropic glutamate receptor 5 transmembrane domain,511,7511,2014-07-06,9,3,21,13336
0,Structure of the DDB1 CRBN E3 ubiquitin ligase in complex with thalidomide,512,7512,2014-07-16,8,9,55,37648
0,Three dimensional structure of human  ggr  secretase,512,7513,2014-06-29,9,3,18,65542
0,X ray structure of the mouse serotonin 5 HT3 receptor,512,7514,2014-08-03,9,8,42,23989
0,Crystal structure of a human GABAA receptor,512,7514,2014-06-08,9,8,206,33739
0,Diversity and dynamics of the Drosophila transcriptome,512,7515,2014-03-16,8,5,151,39425
0,RNA G quadruplexes cause eIF4A dependent oncogene translation in cancer,513,7516,2014-07-27,9,6,29,24886
0,Comprehensive molecular characterization of gastric adenocarcinoma,513,7517,2014-07-23,8,2,239,114375
0,Gibbon genome and the fast karyotype evolution of small apes,513,7517,2014-09-10,8,9,187,23781
0,A synaptic and circuit basis for corollary discharge in the auditory cortex,513,7517,2014-08-27,8,1,34,16407
0,Regulatory analysis of the C  elegans genome with spatiotemporal resolution,512,7515,2014-08-27,9,6,27,34855
0,Assembly line synthesis of organic molecules with tailored shapes,513,7517,2014-09-10,8,9,39,15516
0,Alterations of the human gut microbiome in liver cirrhosis,513,7516,2014-07-23,8,2,96,71981
0,Developmental plasticity and the origin of tetrapods,513,7516,2014-08-27,3,7,200,18332
0,AhR sensing of bacterial pigments regulates antibacterial defence,512,7515,2014-08-13,6,4,99,20198
0,Neutrinos from the primary proton proton fusion process in the Sun,512,7515,2014-08-27,7,6,78,10785
0,Clonal evolution in breast cancer revealed by single nucleus genome sequencing,512,7513,2014-07-30,9,3,142,49676
0,Ribosomal frameshifting in the CCR5 mRNA is regulated by miRNAs and the NMD pathway,512,7514,2014-07-09,6,9,53,12969
0,Replaying evolutionary transitions from the dental fossil record,512,7512,2014-07-30,6,6,33,5648
0,Convergence of terrestrial plant production across global climate gradients,512,7512,2014-07-20,9,1,30,10412
0,Topoisomerase II mediates meiotic crossover interference,511,7511,2014-07-13,8,3,16,8351
0,Crystal structure of the human COP9 signalosome,512,7513,2014-07-16,4,2,29,20540
0,Comprehensive molecular profiling of lung adenocarcinoma,511,7511,2014-07-09,8,4,207,86118
0,Biological insights from 108 schizophrenia associated genetic loci,511,7510,2014-07-22,7,9,360,198338
0,Reprogramming human endothelial cells to haematopoietic cells requires vascular induction,511,7509,2014-07-02,7,5,26,34004
0,Genetics of ecological divergence during speciation,511,7509,2014-06-08,6,6,69,12684
0,Enhancer hijacking activates GFI1 family oncogenes in medulloblastoma,511,7510,2014-06-22,7,6,13,15129
0,Aryl hydrocarbon receptor control of a disease tolerance defence pathway,511,7508,2014-07-09,8,8,28,21141
0,Abnormalities in human pluripotent cells due to reprogramming mechanisms,511,7508,2014-07-02,9,9,65,32513
0,Attenuated sensing of SHH by Ptch1 underlies evolution of bovine limbs,511,7507,2014-06-18,9,7,45,14645
0,Patterning and post patterning modes of evolutionary digit loss in mammals,511,7507,2014-06-18,9,9,29,13922
0,The selective tRNA aminoacylation mechanism based on a single G bull U pair,510,7506,2014-06-11,5,7,23,10910
0,Aspergillomarasmine A overcomes metallo  bgr  lactamase antibiotic resistance,510,7506,2014-06-25,7,9,121,18166
0,A zero knowledge protocol for nuclear warhead verification,510,7506,2014-06-25,2,9,54,5131
0,Single cell RNA seq reveals dynamic paracrine control of cellular variation,510,7505,2014-06-11,7,6,60,70625
0,The genome of Eucalyptus grandis,510,7505,2014-06-11,8,8,189,41388
0,Contextuality supplies the   magic   for quantum computation,510,7505,2014-06-11,5,9,67,9410
0,Structural basis for the inhibition of the eukaryotic ribosome,513,7519,2014-09-10,8,8,29,24027
0,Biogeography and individuality shape function in the human skin metagenome,514,7520,2014-10-01,9,7,82,23441
0,Non cell autonomous driving of tumour growth supports sub clonal heterogeneity,514,7520,2014-07-30,7,9,82,47885
0,Crystal structure of a eukaryotic group II intron lariat,514,7521,2014-09-24,3,5,17,10411
0,Structural mechanism of glutamate receptor activation and desensitization,514,7522,2014-08-03,8,8,30,20937
0,Crystal structure of the PRC1 ubiquitylation module bound to the nucleosome,514,7524,2014-10-29,7,9,10,15476
0,Architecture of mammalian respiratory complex I,515,7525,2014-09-07,8,4,30,20670
0,Structure and immune recognition of trimeric pre fusion HIV 1 Env,514,7523,2014-10-08,9,9,58,25160
0,Life cycles  fitness decoupling and the evolution of multicellularity,515,7525,2014-11-05,2,4,150,17088
0,Mesenchymal endothelial transition contributes to cardiac neovascularization,514,7524,2014-10-15,7,7,21,26115
0,Three new Jurassic euharamiyidan species reinforce early divergence of mammals,514,7524,2014-09-10,8,8,208,11211
0,Pulmonary macrophage transplantation therapy,514,7523,2014-10-01,5,5,13,17504
0,Clathrin regenerates synaptic vesicles from endosomes,515,7526,2014-10-08,8,7,54,35841
0,The contribution of de novo coding mutations to autism spectrum disorder,515,7526,2014-10-29,8,3,99,26047
0,Evolution of mosquito preference for humans linked to an odorant receptor,515,7526,2014-11-12,9,6,165,27908
0,Principles of regulatory information conservation between mouse and human,515,7527,2014-11-19,7,3,22,21480
0,Conservation of trans acting circuitry during mammalian regulatory evolution,515,7527,2014-11-19,7,3,44,23021
0,A comparative encyclopedia of DNA elements in the mouse genome,515,7527,2014-11-19,9,6,121,40588
0,Synaptic  transcriptional and chromatin genes disrupted in autism,515,7526,2014-10-29,5,4,321,47621
0,Genome sequence of a 45 000 year old modern human from western Siberia,514,7523,2014-10-22,7,9,249,27341
0,Clonal dynamics of native haematopoiesis,514,7522,2014-10-05,5,4,68,22704
0,The genetics of monarch butterfly migration and warning colouration,514,7522,2014-10-01,8,5,276,21352
0,Inflammatory caspases are innate immune receptors for intracellular LPS,514,7521,2014-08-06,8,9,94,66100
0,Artificial sweeteners induce glucose intolerance by altering the gut microbiota,514,7521,2014-09-17,6,8,3885,157032
0,Reversion of advanced Ebola virus disease in nonhuman primates with ZMapp,514,7520,2014-08-29,8,6,369,84701
0,Loss of oncogenic Notch1 with resistance to a PI3K inhibitor in T cell leukaemia,513,7519,2014-07-20,7,5,6,10738
0,Statin treatment rescues FGFR3 skeletal dysplasia phenotypes,513,7519,2014-09-17,9,8,59,41157
0,Asian monsoons in a late Eocene greenhouse world,513,7519,2014-09-14,7,6,25,13686
0,Molecular architecture and mechanism of the anaphase promoting complex,513,7518,2014-07-20,6,9,17,17005
0,Proteogenomic characterization of human colon and rectal cancer,513,7518,2014-07-20,6,6,122,73084
0,The genomic substrate for adaptive radiation in African cichlid fish,513,7518,2014-09-03,5,7,334,76726
0,Multifunctional organoboron compounds for scalable natural product synthesis,513,7518,2014-09-17,9,9,10,16005
0,A positional Toll receptor code directs convergent extension in Drosophila,515,7528,2014-11-02,8,5,17,14459
0,Structure of the V  cholerae Na  pumping NADH quinone oxidoreductase,516,7529,2014-12-03,6,3,22,7896
0,Deconstructing transcriptional heterogeneity in pluripotent stem cells,516,7529,2014-12-03,8,9,31,37123
0, bgr  catenin mediates stress resilience through Dicer1 microRNA regulation,516,7529,2014-11-12,3,8,78,29875
0,First cranial remains of a gondwanatherian mammal reveal remarkable mosaicism,515,7528,2014-11-05,7,8,104,10428
0,Structure and insights into the function of a Ca2  activated Cl  channel,516,7530,2014-10-22,9,9,20,17398
0,X ray structure of a calcium activated TMEM16 lipid scramblase,516,7530,2014-11-12,8,9,20,15745
0,Structural insight into cap snatching and RNA synthesis by influenza polymerase,516,7531,2014-11-19,8,6,27,21145
0,Genome wide characterization of the routes to pluripotency,516,7530,2014-12-10,9,9,30,33100
0,Structure of the rabbit ryanodine receptor RyR1 at near atomic resolution,517,7532,2014-12-15,9,4,9,52677
0,Internal models direct dragonfly interception steering,517,7534,2014-12-10,4,5,161,12489
0,Meikin is a conserved regulator of meiosis I specific kinetochore function,517,7535,2014-12-24,8,4,41,17823
0,Genome scale transcriptional activation by an engineered CRISPR Cas9 complex,517,7536,2014-12-10,6,8,174,143252
0,Transport domain unlocking sets the uptake rate of an aspartate transporter,518,7537,2015-02-04,3,3,11,6915
0,Architecture of the RNA polymerase II Mediator core initiation complex,518,7539,2015-02-04,9,4,50,19587
0,Shearing induced asymmetry in entorhinal grid cells,518,7538,2015-02-11,9,8,31,9923
0,Evolution of Darwin  s finches and their beaks revealed by genome sequencing,518,7539,2015-02-11,9,9,371,38834
0,Glutathione activates virulence gene expression of an intracellular pathogen,517,7533,2015-01-07,6,3,28,9820
0,Genetic and epigenetic fine mapping of causal autoimmune disease variants,518,7539,2014-10-29,6,9,127,65296
0,Chromatin architecture reorganization during stem cell differentiation,518,7539,2015-02-18,6,7,30,54347
0,Integrative analysis of 111 reference human epigenomes,518,7539,2015-02-18,6,9,124,281680
0,Transcription factor binding dynamics during human ES cell differentiation,518,7539,2015-02-18,4,5,27,45434
0,Genetic studies of body mass index yield new insights for obesity biology,518,7538,2015-02-11,9,6,305,55141
0,New genetic loci link adipose and insulin biology to body fat distribution,518,7538,2015-02-11,6,6,221,26139
0,Mechanistic insights into the recycling machine of the SNARE complex,518,7537,2015-01-12,7,9,29,28238
0,Biocontainment of genetically modified organisms by synthetic protein design,518,7537,2015-01-21,6,9,124,22307
0,Plio Pleistocene climate sensitivity evaluated using high resolution CO2 records,518,7537,2015-02-04,4,2,123,10817
0,Comprehensive genomic characterization of head and neck squamous cell carcinomas,517,7536,2015-01-28,8,5,145,56797
0,An Arabidopsis gene regulatory network for secondary cell wall synthesis,517,7536,2014-12-24,8,5,61,31228
0,Forcing  feedback and internal variability in global temperature trends,517,7536,2015-01-28,6,4,170,10630
0,Endophilin marks and controls a clathrin independent endocytic pathway,517,7535,2014-12-17,8,1,5,42511
0,A new antibiotic kills pathogens without detectable resistance,517,7535,2015-01-07,5,9,2438,215509
0,Stable gold III  catalysts by oxidative addition of a carbon carbon bond,517,7535,2015-01-21,8,9,12,15071
0,The African Genome Variation Project shapes medical genetics in Africa,517,7534,2014-12-03,7,8,266,67073
0,Human gut Bacteroidetes can utilize yeast mannan through a selfish mechanism,517,7533,2015-01-07,8,9,118,12230
0,Three dimensional head direction coding in the bat brain,517,7533,2014-12-03,5,6,159,15069
0,Structure of a mammalian ryanodine receptor,517,7532,2014-12-01,9,7,16,26512
0,Global diets link environmental sustainability and human health,515,7528,2014-11-12,8,7,584,32122
0,Architecture and conformational switch mechanism of the ryanodine receptor,517,7532,2014-12-01,5,3,28,15160
0,RNA regulons in Hox 5 prime  UTRs confer ribosome specificity to gene regulation,517,7532,2014-11-19,9,4,44,18506
0,Structure of influenza A polymerase bound to the viral RNA promoter,516,7531,2014-11-19,9,9,42,22553
0,An AUTS2 Polycomb complex activates gene expression in the CNS,516,7531,2014-12-17,8,9,25,17019
0,Functionalized olefin cross coupling to construct carbon carbon bonds,516,7531,2014-12-17,8,5,26,33942
0,Divergent reprogramming routes lead to alternative stem cell states,516,7530,2014-12-10,7,3,64,49525
0,Crystal structure of the V D J recombinase RAG1 RAG2,518,7540,2015-02-18,6,8,30,16646
0,A gp130 Src YAP module links inflammation to epithelial regeneration,519,7541,2015-02-25,9,9,35,30067
0,Cas9 specifies functional viral targets during CRISPR Cas adaptation,519,7542,2015-02-18,9,9,30,17236
0,Crystal structure of the eukaryotic origin recognition complex,519,7543,2015-03-11,9,3,33,25599
0,Regulated eukaryotic DNA replication origin firing with purified proteins,519,7544,2015-03-04,7,6,40,22883
0,MAP4K4 regulates integrin FERM binding to control endothelial cell motility,519,7544,2015-03-18,9,8,19,29737
0,Ferroptosis as a p53 mediated activity during tumour suppression,520,7545,2015-03-18,8,5,41,67418
0,Fatty acid carbon is essential for dNTP synthesis in endothelial cells,520,7546,2015-04-01,6,6,18,10708
0,Branch specific dendritic Ca2  spikes cause persistent synaptic plasticity,520,7546,2015-03-30,9,9,33,14653
0,Two disparate ligand binding sites in the human P2Y1 receptor,520,7547,2015-03-30,5,9,61,10755
0,Structure of the TRPA1 ion channel suggests regulatory mechanisms,520,7548,2015-04-08,9,6,47,22218
0,CRISPR adaptation biases explain preference for acquisition of foreign DNA,520,7548,2015-04-13,9,9,85,9902
0,Structure of the human 80S ribosome,520,7549,2015-04-22,9,5,48,13484
0,In vivo genome editing using Staphylococcus aureus Cas9,520,7546,2015-04-01,9,2,168,57925
0,Neural dynamics for landmark orientation and angular path integration,521,7551,2015-05-14,8,3,77,10611
0,Neurons for hunger and thirst transmit a negative valence teaching signal,521,7551,2015-04-27,6,8,74,15842
0,Structural basis for Na  transport mechanism by a light driven Na  pump,521,7550,2015-04-06,8,5,75,13058
0,Complex archaea that bridge the gap between prokaryotes and eukaryotes,521,7551,2015-05-06,4,6,868,33389
0,Sequential cancer mutations in cultured human intestinal stem cells,521,7550,2015-04-29,8,6,57,72306
0,A multilevel multimodal circuit enhances action selection in Drosophila,520,7549,2015-04-20,6,9,58,9158
0,Oxytocin enables maternal behaviour by balancing cortical inhibition,520,7548,2015-04-15,6,8,270,16911
0,Crystal structures of the human adiponectin receptors,520,7547,2015-04-08,8,6,53,13505
0,Loss of  dgr  catenin function in severe autism,520,7545,2015-03-25,6,7,145,22257
0,Global effects of land use on local terrestrial biodiversity,520,7545,2015-04-01,5,6,442,31436
0,Visualizing transient Watson Crick like mispairs in DNA and RNA duplexes,519,7543,2015-03-11,6,9,114,12411
0,The fine scale genetic structure of the British population,519,7543,2015-03-18,9,9,415,157457
0,Cooperative insertion of CO2 in diamine appended metal organic frameworks,519,7543,2015-03-11,6,9,48,24731
0,Integrase mediated spacer acquisition during CRISPR Cas adaptive immunity,519,7542,2015-02-18,8,9,30,19299
0,Notum deacylates Wnt proteins to suppress signalling activity,519,7542,2015-02-25,8,5,32,26249
0,Quantitative evolutionary dynamics using high resolution lineage tracking,519,7542,2015-02-25,7,5,208,21425
0,A motor cortex circuit for motor planning and movement,519,7541,2015-02-25,9,8,35,26082
0,Lagging strand replication shapes the mutational landscape of the genome,518,7540,2015-01-26,6,2,87,15752
0,Hypothalamic POMC neurons promote cannabinoid induced feeding,519,7541,2015-02-18,8,7,164,32535
0,Whole genomes redefine the mutational landscape of pancreatic cancer,518,7540,2015-02-25,7,5,186,44668
0,Neurotransmitter and psychostimulant recognition by the dopamine transporter,521,7552,2015-05-11,5,3,82,17637
0,3 3 million year old stone tools from Lomekwi 3  West Turkana  Kenya,521,7552,2015-05-20,8,4,720,60271
0,An alternative pluripotent state confers interspecies chimaeric competency,521,7552,2015-05-06,5,9,74,61352
0,New species from Ethiopia further expands Middle Pliocene hominin diversity,521,7553,2015-05-27,6,7,319,18157
0,Whole genome characterization of chemoresistant ovarian cancer,521,7553,,6,8,194,29500
0,Cardiac lymphatics are heterogeneous in origin and respond to injury,522,7554,2015-05-20,4,8,16,27707
0,Lymphatic vessels arise from specialized angioblasts within a venous niche,522,7554,2015-05-20,3,6,20,19615
0,Chromothripsis from DNA damage in micronuclei,522,7555,2015-05-27,9,9,89,24225
0,A novel multiple stage antimalarial agent that inhibits protein synthesis,522,7556,2015-06-17,7,7,236,25968
0,Atomic structure of the APC C and its mechanism of protein ubiquitination,522,7557,2015-06-15,7,6,26,22995
0,The core spliceosome as target and effector of non canonical ATM signalling,523,7558,2015-06-24,9,6,58,14781
0,Lenalidomide induces ubiquitination and degradation of CK1 agr  in del 5q  MDS,523,7559,2015-07-01,6,7,36,23011
0,Progesterone receptor modulates ER agr  action in breast cancer,523,7560,2015-07-08,7,9,98,32666
0,Antibody against early driver of neurodegeneration cis P tau blocks brain injury and tauopathy,523,7561,2015-07-15,9,9,83,22842
0,Crystal structure of rhodopsin bound to arrestin by femtosecond X ray laser,523,7562,2015-07-22,5,8,41,66545
0,HipBA promoter structures reveal the basis of heritable multidrug tolerance,524,7563,2015-07-29,8,7,31,17568
0,Structure of the eukaryotic MCM complex at 3 8 A,524,7564,2015-07-29,5,8,22,20204
0,Self renewing diploid Axin2  cells fuel homeostatic renewal of the liver,524,7564,2015-08-05,9,8,49,55821
0,RNA degradation paths in a 12 subunit nuclear exosome complex,524,7563,2015-07-29,9,7,17,15187
0,Comprehensive genomic profiles of small cell lung cancer,524,7563,2015-07-13,8,6,156,61204
0,Biogenesis and structure of a type VI secretion membrane core complex,523,7562,2015-07-22,6,4,57,21227
0,Metabolic co dependence gives rise to collective oscillations within biofilms,523,7562,2015-07-22,6,6,162,19022
0,Timing and climate forcing of volcanic eruptions for the past 2 500 years,523,7562,2015-07-08,6,7,277,19646
0,Crystal structures of a polypeptide processing and secretion transporter,523,7561,2015-07-22,9,4,21,12415
0,Speed cells in the medial entorhinal cortex,523,7561,2015-07-15,6,7,140,21348
0,Receptor mediated exopolysaccharide perception controls bacterial infection,523,7560,2015-07-08,6,8,60,17638
0,Volcanic plutonic parity and the differentiation of the continental crust,523,7560,2015-07-15,9,4,14,10673
0,Glypican 1 identifies cancer exosomes and detects early pancreatic cancer,523,7559,2015-06-24,9,7,243,116590
0,The architecture of the spliceosomal U4 U6 U5 tri snRNP,523,7558,2015-06-24,5,9,37,20087
0,HIF driven SF3B1 induces KHK C to enforce fructolysis and heart disease,522,7557,2015-06-17,9,9,38,16339
0,Competitive binding of antagonistic peptides fine tunes stomatal patterning,522,7557,2015-06-17,6,9,70,16735
0,Hippocampal prefrontal input supports spatial encoding in working memory,522,7556,2015-06-08,8,8,88,21651
0,Cloning and variation of ground state intestinal stem cells,522,7555,2015-06-03,3,1,34,42881
0,Population genomics of Bronze Age Eurasia,522,7555,2015-06-10,8,8,202,34418
0,A prefrontal thalamo hippocampal circuit for goal directed spatial navigation,522,7554,2015-05-27,7,9,99,25430
0,Resonant interactions and chaotic rotation of Pluto  s small moons,522,7554,2015-06-03,2,6,89,5953
0,Structural insights into  micro  opioid receptor activation,524,7565,2015-08-05,9,5,23,22725
0,The ubiquitin kinase PINK1 recruits autophagy receptors to induce mitophagy,524,7565,2015-08-12,7,6,36,53721
0,Structural integration in hypoxia inducible factors,524,7565,2015-08-05,8,6,31,34158
0,Structure and mechanism of an active lipid linked oligosaccharide flippase,524,7566,2015-08-12,6,3,74,18448
0,Endosymbiotic origin and differential loss of eukaryotic genes,524,7566,2015-08-19,9,2,276,32755
0,Structural insights into the bacterial carbon phosphorus lyase machinery,525,7567,2015-08-17,7,7,18,8019
0,Architecture of the synaptotagmin SNARE machinery for neuronal exocytosis,525,7567,2015-08-17,5,4,109,20945
0,An atomic structure of human  ggr  secretase,525,7568,2015-08-17,9,7,56,57983
0,Gain of function p53 mutants co opt chromatin pathways to drive cancer growth,525,7568,2015-09-02,8,7,65,56359
0,The mechanism of DNA replication termination in vertebrates,525,7569,2015-08-31,9,3,36,12813
0,Structure of mammalian eIF3 in the context of the 43S preinitiation complex,525,7570,2015-09-07,6,2,25,12979
0,The UK10K project identifies rare variants in health and disease,526,7571,2015-09-14,9,2,238,45420
0,Glycine receptor mechanism elucidated by electron cryo microscopy,526,7572,2015-09-07,5,7,34,25162
0,SERINC3 and SERINC5 restrict HIV 1 infectivity and are counteracted by Nef,526,7572,2015-09-30,9,8,36,10874
0,Structure and mechanism of the mammalian fructose transporter GLUT5,526,7573,2015-09-30,2,8,80,27232
0,Molecular basis of ligand recognition and transport by glucose transporters,526,7573,2015-07-15,4,5,38,23892
0,Structural basis for gene regulation by a B12 dependent photoreceptor,526,7574,2015-09-28,7,8,31,11914
0,Single cell activity reveals direct electron transfer in methanotrophic consortia,526,7574,2015-09-16,8,6,62,23341
0,Mutations driving CLL and their evolution in progression and relapse,526,7574,2015-10-14,7,4,83,44907
0,Non coding recurrent mutations in chronic lymphocytic leukaemia,526,7574,2015-07-22,9,6,141,32837
0,Glia derived neurons are required for sex specific learning in C  elegans,526,7573,2015-10-14,2,4,146,10369
0,A Cretaceous eutriconodont and integument evolution in early mammals,526,7573,2015-10-14,5,8,172,12710
0,HIV 1 Nef promotes infection by excluding SERINC5 from virion incorporation,526,7572,2015-09-30,8,7,76,21484
0,The effect of malaria control on Plasmodium falciparum in Africa between 2000 and 2015,526,7572,2015-09-16,6,7,1406,29750
0,An integrated map of structural variation in 2 504 human genomes,526,7571,2015-09-30,7,8,109,121287
0,A global reference for human genetic variation,526,7571,2015-09-30,8,9,465,143050
0,The origins of high hardening and low ductility in magnesium,526,7571,2015-09-21,9,5,39,24181
0,Structure of the toxic core of  agr  synuclein from invisible crystals,525,7570,2015-09-09,9,6,59,29766
0,Epicardial FSTL1 reconstitution regenerates the adult mammalian heart,525,7570,2015-09-16,8,5,98,63625
0,Panorama of ancient metazoan macromolecular complexes,525,7569,2015-09-07,4,9,136,26622
0,Labelling and optical erasure of synaptic memory traces in the motor cortex,525,7569,2015-09-09,6,9,102,34432
0,Mapping tree density at a global scale,525,7568,2015-09-02,7,8,1040,65726
0,The C9orf72 repeat expansion disrupts nucleocytoplasmic transport,525,7567,2015-08-26,9,3,64,24563
0,Selective small molecule inhibition of an RNA structural element,526,7575,2015-09-30,4,5,172,28804
0,Caspase 11 cleaves gasdermin D for non canonical inflammasome signalling,526,7575,2015-09-16,9,7,35,30727
0,Cleavage of GSDMD by inflammatory caspases determines pyroptotic cell death,526,7575,2015-09-16,5,5,37,39028
0,Architecture of the mammalian mechanosensitive Piezo1 channel,527,7576,2015-09-21,5,5,32,44139
0,Cryo electron microscopy structure of the Slo2 2 Na  activated K  channel,527,7577,2015-10-05,9,1,32,21632
0,Oxidative stress inhibits distant metastasis by human melanoma cells,527,7577,2015-10-14,8,9,77,77892
0,BCL11A enhancer dissection by Cas9 mediated in situ saturating mutagenesis,527,7577,2015-09-16,8,7,110,23216
0,Gating machinery of InsP3R channels revealed by electron cryomicroscopy,527,7578,2015-10-12,0,8,32,16824
0,Ion channels enable electrical communication in bacterial communities,527,7576,2015-10-21,7,5,242,28520
0,Tumour exosome integrins determine organotropic metastasis,527,7578,2015-10-28,7,7,107,148009
0,Allosteric ligands for the pharmacologically dark receptors GPR68 and GPR65,527,7579,2015-11-09,9,5,43,26750
0,Overflow metabolism in Escherichia coli results from efficient proteome allocation,528,7580,2015-12-02,8,5,83,17455
0,Molecular structures of unbound and transcribing RNA polymerase III,528,7581,2015-11-25,2,6,45,17677
0,Phosphorylation and linear ubiquitin direct A20 inhibition of inflammation,528,7582,2015-12-09,9,8,39,14921
0,DDX5 and its associated lncRNA Rmrp modulate TH17 cell effector functions,528,7583,2015-12-16,9,6,33,23883
0,SMN and symmetric arginine dimethylation of RNA polymerase II C terminal domain control termination,529,7584,2015-12-23,5,3,34,13817
0,An ID2 dependent mechanism for VHL inactivation in cancer,529,7585,2016-01-06,6,6,53,35560
0,The global spectrum of plant form and function,529,7585,2015-12-23,7,7,148,27449
0,Substantial contribution of extrinsic risk factors to cancer development,529,7584,2015-12-16,7,7,662,72085
0,Autophagy maintains stemness by preventing senescence,529,7584,2016-01-06,5,3,156,94303
0, F508 CFTR interactome remodelling promotes rescue of cystic fibrosis,528,7583,2015-11-30,2,9,37,21282
0,Complete nitrification by Nitrospira bacteria,528,7583,2015-11-26,6,8,254,24309
0,Genome wide patterns of selection in 230 ancient Eurasians,528,7583,2015-11-23,8,7,517,22550
